arquivo;curso_sigla;disciplina_ordinal;disciplina_nome;disciplina_ch_horas;numero_ue;topico;ue_ch_horas;qtd_subunidades;subunidades
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;6;EQUIPAMENTOS USADOS NA NAVEGAÇÃO;18;6;"Agulhas | Odômetro | Sextante | Ecobatímetro | Radar; e | Navegação paralela indexada"
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;7;SISTEMAS EMPREGADOS NA NAVEGAÇÃO;13;5;"Global Navigation Satellite System (GNSS) | Automatic Identification System (AIS) | Vessel Traffic Service (VTS) | Electronic Chart Display and Information System (ECDIS); e | Global Maritime Distress and Safety System (GMDSS)"
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;8;NAVEGAÇÃO INERCIAL;10;2;"Unidades de Medições Inerciais; e | Sistemas de Navegação Inercial"
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;9;ASPECTOS PRÁTICOS DA NAVEGAÇÃO;16;4;"Principais origens de acidentes no mar | Equipe de navegação | Cartas náuticas; e | Estabelecimento da derrota"
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;1;PUBLICAÇÕES DE AUXÍLIO À NAVEGAÇÃO;7;2;"Publicações de auxílio a navegação; e | Informações aos navegantes"
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;2;NORMAS DA AUTORIDADE MARÍTIMA;11;3;"Lei de Segurança do Tráfego Aquaviário (LESTA) | Normas da Autoridade Marítima; e | Normas específicas da navegação"
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;3;CONVENÇÃO DAS NAÇÕES UNIDAS SOBRE O DIREITO DO MAR (CNUDM);7;3;"Desenvolvimento histórico da UNCLOS (United Nations Convention on the Law of | Espaços estabelecidos pela CNUDM; e | Perspectiva brasileira da CNUDM"
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;4;RESPONSABILIDADE CIVIL DO HIDRÓGRAFO;5;2;"Base legal dos serviços; e | Responsabilidade civil do hidrógrafo"
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;5;CONCEITOS FUNDAMENTAIS DE APOIO LOGÍSTICO INTEGRADO (ALI);2;6;"Conceitos básicos da logística | Ciclo logístico | Apoio logístico | Conceitos de ALI na MB | Elementos do ALI; e | Principais processos de ALI"
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;6;GESTÃO DE MANUTENÇÃO;2;5;"Conceito | Tipos de manutenção | Sistema de Manutenção Planejada (SMP) | Relatórios de manutenção; e | Índices de manutenção"
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;1;ESFERA CELESTE;10;4;"Principais elementos | Sistemas de coordenadas astronômicas | Fenômenos periódicos e coordenadas inerentes a cada fenômeno; e | Movimento aparente do Sol na eclíptica no período de um ano"
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;2;MEDIDA DE TEMPO;6;4;"Tipos de tempo | Transformações horárias | Tipos de cronômetros; e | Estado absoluto e da marcha"
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;3;CORREÇÃO DAS OBSERVAÇÕES;7;4;"Correções oriundas da refração | Semidiâmetro | Paralaxe; e | Erro instrumental"
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;4;USO DAS EFEMÉRIDES;4;4;"Efemérides astronômicas | Coordenadas do Sol | Coordenadas das estrelas; e | Instante das observações"
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;5;AZIMUTE ASTRONÔMICO;6;3;"Azimute de uma direção terrestre | Problemas inerentes ao método; e | Circunstâncias favoráveis à determinação"
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;6;ERRO E DESVIO DAS AGULHAS;7;4;"Determinação do erro e desvio das agulhas pelos azimutes dos astros | Cálculo do azimute no mar | Determinação do desvio da agulha pelo azimute do sol; e | Azimute pelas Tábuas A, B e C de Norie e PUB. 260"
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;7;ASPECTOS PRÁTICOS DE NAVEGAÇÃO ASTRONÔMICA;16;7;"Instante dos eventos astronômicos | Obtenção do erro da giro pelo azimute do sol | Círculo de posição e reta de altura | Posição astronômica | Passagem Meridiana Superior do Sol Verdadeiro (MS) e tempo limite aproximado | Latitude e longitude e dados obtidos na passagem meridiana do sol; e | Uso de software para navegação astronômica"
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;1;CARTOGRAFIA;8;3;"Introdução à Cartografia | Representação da superfície terrestre; e | Cálculos cartográficos"
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;2;PROJEÇÕES GERAIS;8;3;"Sistemas de projeção | Lei geral das projeções; e | Projeções adotadas na DHN"
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;3;PROJEÇÕES CILÍNDRICAS;15;5;"Características das projeções cilíndricas | Projeção de Mercator | Lei de projeção | Quadriculado da projeção; e | Coordenadas geográficas"
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;4;SISTEMA UNIVERSAL TRANSVERSO DE MERCATOR (UTM);12;4;"Definições do Sistema UTM | Características do sistema UTM | Coordenadas UTM; e | Transformação de coordenadas"
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;5;DOCUMENTOS CARTOGRÁFICOS;8;3;"Diretrizes hidrográficas internacionais | Documentos cartográficos brasileiros; e | Documentos produzidos em um levantamento hidrográfico"
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;6;CONSTRUÇÃO DA CARTA NÁUTICA;9;3;"Etapas de construção da carta náutica e processos de cartografia automatizada | Cartas eletrônicas de navegação; e | Adestramento, plotagem e construção dos elementos cartográficos no CHM"
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;1;FUNDAMENTOS DA GEODÉSIA;7;3;"Introdução à Geodésia | As Geodésias e modelos; e | Geodésia geométrica"
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;2;SISTEMAS GEODÉSICOS DE REFERÊNCIA;7;3;"Sistemas geodésicos de posicionamento | Sistemas Internacionais de Referência; e | Redes geodésicas"
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;3;TRANSPORTE DE COORDENADAS SOBRE O ELIPSÓIDE DE REVOLUÇÃO;20;3;"Problema inverso | Problema direto; e | Programas de geodésia"
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;4;GEODÉSIA ESPACIAL;10;3;"Posicionamento Global Navigation Satellite System (GNSS) | Segmentos GNSS; e | Sistemas globais de navegação por satélite"
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;5;AS OBSERVÁVEIS GNSS;10;3;"Estrutura dos sinais | Cálculo e Precisões do GNSS; e | Erros Sistemáticos"
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;6;GEODÉSIA APLICADA;16;4;"Técnicas de Posicionamento GNSS | Aquisição de dados | Processamento de dados; e | Transformações geodésicas e conversão de coordenadas entre sistemas geodésicos"
c-ap-hn.pdf;C-Ap-HN;HN-2110-0808;MARÉS;64;1;FUNDAMENTOS DAS MARÉS;14;7;"Forças Geradas de Maré | A teoria da maré de equilíbrio | Marés reais | Pontos Anfidrômicos, Cartas Cotidais e Constantes Harmônicas | Influências Geomorfológicas sobre as características da maré | Variações não Astronômicas do nível do mar; e | Correntes de maré: Teoria e medição"
c-ap-hn.pdf;C-Ap-HN;HN-2110-0808;MARÉS;64;2;ANÁLISE E PREVISÃO DA MARÉ;18;4;"Tábuas de Maré e de correntes de maré | Tratamento de dados maregráficos | Análise de dados maregráficos; e | Ferramenta de previsão da maré"
c-ap-hn.pdf;C-Ap-HN;HN-2110-0808;MARÉS;64;3;MARÉGRAFOS, ESTAÇÃO MAREGRÁFICA E DATUMS;13;6;"Tipos de Marégrafo | Montagem da Estação Maregráfica | Elaboração da ficha de descrição da Estação Maregráfica (F-41) | Reocupação da Estação Maregráfica | Níveis de Referência Maregráficos (DATUMS); e | Incerteza na Observação e determinação do Nível do Mar"
c-ap-hn.pdf;C-Ap-HN;HN-2110-0808;MARÉS;64;4;REDUÇÃO DE SONDAGEM;19;4;"Cálculo do Nível de Redução | Transporte do Nível de Redução | Redução de sondagem; e | Subdivisão da área de sondagem para efeito da redução de maré (Zoneamento da"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;1;PROJETO DE LH;6;7;"LH | Especificações da OHI para LH: contorno, posicionamento, batimetria e auxílios à | Tipos e características dos LH | Planejamento de LH | Responsabilidade civil do hidrógrafo | Propagação de erros na sondagem; e | Instruções técnicas da DHN"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;2;SISTEMAS DE BATIMETRIA E SENSORES AUXILIARES;5;9;"Princípios dos sensores acústicos | Sistema de posicionamento em sondagem | Posicionamento acústico | Incertezas no posicionamento | Equipamentos de apoio à sondagem | Sistemas acústicos monofeixe | Sistemas acústicos multifeixe | Sistemas de varredura; e | Sistemas não acústicos"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;3;DETERMINAÇÃO DA PROFUNDIDADE;8;4;"Transdutores e suas características | Relação frequência e atenuação | Fatores oceanográficos na determinação da profundidade; e | Fatores geológicos na determinação da profundidade"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;4;SONDAGEM MONOFEIXE;5;7;"Caracterização e configuração dos componentes do sistema monofeixe | Interpretação do sinal monofeixe | Propagação acústica em um ecobatímetro monofeixe | Processamento de dados monofeixe | Fontes de erros em sondagem monofeixe | Planejamento de linhas; e | Controle de qualidade"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;5;SONDAGEM MULTIFEIXE;22;10;"Princípios e geometria da varredura com feixes e da sondagem multifeixe | Beamforming e ray tracing | Características dos feixes e da varredura na cobertura do fundo marinho | Detecção em fase e amplitude | Erros e incertezas na detecção do fundo | Backscatter | Georreferenciamento dos dados multifeixe | Calibração do multifeixe | Acompanhamento da sondagem multifeixe; e | Pré-processamento e controle de qualidade"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;6;INSTALAÇÕES DE SENSORES HIDROGRÁFICOS;8;5;"Fatores importantes em instalações hidrográficas | Sistema de coordenadas da embarcação e alinhamento | Pontos de referência em uma instalação hidrográfica | Interpretação de Relatório de Offsets e configuração em sistemas de aquisição; e | Parâmetros dos sistemas de aquisição"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;7;COMUNICAÇÕES, ELETRÔNICA E INFORMÁTICA;8;8;"Corrente e tensão contínua e alternada | Fontes de alimentação elétrica e inversores | Ferramentas e equipamentos de medição | Comunicação serial: RS232, RS422 e RS485 | Conversores | Comunicação Ethernet | Protocolos TCP e UDP; e | Prática de comunicação serial e ethernet"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;8;VARREDURA;10;8;"Princípios da varredura mecânica | Princípios da varredura eletrônica | Procedimentos para aquisição com side scan sonar | Princípios do sonar interferométrico | Relação sinal x ruído no sonar interferométrico | Estratigrafia da coluna d’água na varredura | Detecção de feições submersas; e | Precauções de segurança para varredura"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;9;OUTROS SISTEMAS DE LEVANTAMENTO;2;2;"Plataformas autônomas de levantamento; e | Perfilador de subfundo"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;10;PROCEDIMENTOS DE SONDAGEM;24;11;"Seleção da plataforma | Sistema de aquisição automática de dados | Planejamento e acompanhamento de uma sondagem | Calibração inicial | Aquisição e acompanhamento da sondagem | Pesquisa de perigo | Pré-processamento e controle de qualidade | Monitoramento da maré e pré-processamento | Redução da maré: maregrafia e modelagem da ondulação geoidal | Armazenamento e transferência de dados; e | Precauções de segurança para a sondagem"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;11;OPERAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS HIDROCEANOGRÁFICOS E PRÁTI CAS DE SEGURANÇA;8;6;"Procedimentos de emergência | Práticas de segurança no trabalho | Marinharia (cabos) | Instrumentos lançados pela borda e rebocados | Procedimentos de ancoragem; e | Instrumentos de fundeio"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;12;PROCESSAMENTO DE DADOS BATIMÉTRICOS;40;10;"Aplicativos de processamento | Técnicas de limpeza de dados | Filtragem manual e automática de dados | Cálculo da incerteza vertical e da incerteza horizontal | Identificação dos erros grosseiros e sistemáticos | Comparação de dados sobrepostos | Propagação das incertezas a priori e a posteriori | Controle de qualidade e a ordem de levantamento | Geração de produtos; e | Relatório de aquisição de dados"
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;13;HIDROGRAFIA MILITAR;2;4;"Plano de Desenvolvimento do Programa Oceano (PLADEPO) | Cartas especiais para planejamento de operações de submarinos | Cartas especiais para planejamento de operações anfíbias; e | Cartas especiais para planejamento de operações ribeirinhas"
c-ap-hn.pdf;C-Ap-HN;HN-2112-0126;GERENCIAMENTO DE DADOS HIDROGRÁFICOS;25;1;BANCOS DE DADOS E INFRAESTRUTURAS DE DADOS ESPACIAIS;15;4;"Conceitos sobre bancos de dados | Infraestruturas de Dados Espaciais (IDE) | Sistemas de Informações Geográficas Marinhas (SIG - Marinho); e | Visualização e apresentação de feições"
c-ap-hn.pdf;C-Ap-HN;HN-2112-0126;GERENCIAMENTO DE DADOS HIDROGRÁFICOS;25;2;PRODUTOS DERIVADOS DE LH;10;2;"Especificações de Produtos da OHI; e | Produtos oriundos e resultantes de um LH"
c-ap-hn.pdf;C-Ap-HN;HN-2113-0325;OCEANOGRAFIA;75;1;OCEANOGRAFIA FÍSICA;50;6;"Efeito da força de Coriolis | Propriedades físicas da água do mar: temperatura, salinidade, pressão e | Medições oceanográficas | Medição e representação de correntes | Geração, propagação e medição de ondas; e | Variações não astronômicas do nível do mar"
c-ap-hn.pdf;C-Ap-HN;HN-2113-0325;OCEANOGRAFIA;75;2;OCEANOGRAFIA GEOLÓGICA;16;6;"Estrutura interna da Terra | Substratos marinhos (sedimentos) | Tipos de fundo marinho (fisiografia) | Coleta de sedimentos | Gravidade; e | Métodos geofísicos: levantamentos magnéticos e sísmicos"
c-ap-hn.pdf;C-Ap-HN;HN-2113-0325;OCEANOGRAFIA;75;3;IMPACTO AMBIENTAL;9;1;Impactos ambientais decorrentes de levantamentos hidrográficos
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;1;INTRODUÇÃO À TOPOGRAFIA;5;3;"O campo da topografia e seus propósitos | Conceitos básicos; e | Operações topográficas"
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;2;MEDIDA DE ÂNGULOS;15;3;"Instrumentos de medição angular | Medida de ângulos horizontais e verticais; e | Prática de medida de ângulos"
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;3;MEDIDA DE DISTÂNCIAS;10;3;"Conceitos básicos | Instrumentos medidores de distâncias; e | prática de medida de distâncias"
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;4;ALTIMETRIA;15;4;"Conceitos básicos | Instrumentos utilizados em nivelamento | Nivelamento geométrico; e | Nivelamento trigonométrico"
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;5;PLANIMETRIA;15;3;"Conceitos básicos | Métodos planimétricos; e | Programas de processamento"
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;6;LEVANTAMENTO TOPOGRÁFICO;30;2;"Especificações da DHN para levantamento topográfico; e | Prática de levantamento topográfico"
c-ap-hn.pdf;C-Ap-HN;HN-2115-0138;SENSORIAMENTO REMOTO;38;1;INTRODUÇÃO AO SENSORIAMENTO REMOTO E AO SISTEMA LiDAR;6;1;Conceitos introdutórios
c-ap-hn.pdf;C-Ap-HN;HN-2115-0138;SENSORIAMENTO REMOTO;38;2;SISTEMA LiDAR;15;2;"Sistemas LiDAR aerotransportados e terrestres; e | Batimetria a Laser"
c-ap-hn.pdf;C-Ap-HN;HN-2115-0138;SENSORIAMENTO REMOTO;38;3;SENSORIAMENTO REMOTO;17;7;"Sistemas imageadores orbitais | Definição dos sistemas sensores | Sensores remotos óticos de média e alta resolução espacial | Atualizações cartográficas e delimitação de linha de costa | Mapeamento da superfície d’água | Batimetria por resposta espectral; e | Propriedades da coluna d’água"
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;1;NOÇÕES DE ACÚSTICA;2;2;"Caracterização das ondas sonoras; e | Ondas planas e esféricas"
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;2;FUNDAMENTOS DE ACÚSTICA SUBMARINA;7;5;"Propagação do som no mar e gradientes | Reflexão e refração do som no mar | Padrões de propagação do som no mar | Atenuação do som no mar: absorção e espalhamento; e | Ruídos"
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;3;TRANSDUTORES;2;1;Princípios de funcionamento e características do feixe
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;4;EQUAÇÃO SONAR;4;2;"Sonar; e | Parâmetros da equação sonar"
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;5;SISTEMAS ACÚSTICOS;13;6;"Parâmetros do sistema | Sistemas acústicos monofeixe | Sonar de varredura lateral | Sistemas acústicos multifeixe | Sonar Interferométrico; e | Backscatter"
c-ap-hn.pdf;C-Ap-HN;HN-2117-0506;TREINAMENTO FÍSICO MILITAR;40;1;CORRIDA;15;5;"Método contínuo | Método intervalado | Métodos fracionados | Métodos em circuito; e | Métodos adaptativos"
c-ap-hn.pdf;C-Ap-HN;HN-2117-0506;TREINAMENTO FÍSICO MILITAR;40;2;NATAÇÃO E PERMANÊNCIA DENTRO D`ÁGUA;25;3;"Adaptação ao meio líquido | Flutuabilidade; e | Resistência"
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;1;PLANEJAMENTO DO LEVANTAMENTO HIDROGRÁFICO;10;6;"Planejamento | Reconhecimento da área de Levantamento e seus fatores ambientais | Estabelecimento de recursos e equipamentos para aquisição de dados | Planejamento da aquisição e processamento e análise de dados | Reconhecimento da área do levantamento hidrográfico; e | Elaboração do relatório do reconhecimento"
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;2;ELABORAÇÃO DO CRONOGRAMA DOS SERVIÇOS A SEREM EXECUTADOS;10;3;"Elementos a serem obtidos durante os levantamentos hidrográficos | Documentos cartográficos necessários ao planejamento e execução; e | Planejamento de amostragem de fundo"
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;3;ELABORAÇÃO DA INSTRUÇÃO ESPECIAL DO LEVANTAMENTO HIDROGRÁFICO;10;2;Análise das instruções especiais de levantamentos já realizados na região dese | Elementos necessários para a elaboração das instruções especiais
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;4;TRABALHOS DE GEODÉSIA, TOPOGRAFIA, OCEANOGRAFIA, MARÉS, AEROFOTOGRA METRIA E BATIMETRIA;80;24;"Técnicas de Posicionamento GNSS | Aquisição de dados Geodésicos | Sistema de coordenadas da embarcação e alinhamento | Pontos de referência em uma instalação hidrográfica | Medições oceanográficas | Medição e representação de correntes | Montagem da estação maregráfica | Elaboração da ficha de descrição da estação maregráfica (f-41) | Mapeamento da superfície d’água | Equipamentos de apoio à sondagem | Fatores importantes em instalação hidrográfica | Instalação dos equipamentos de posicionamento, sondagem e varredura | Operações de coleta de dados em levantamentos hidrográficos | Calibração e parametrização dos ecobatímetros | Caracterização e configuração dos componentes do sistema monofeixe | Caracterização e configuração dos componentes do sistema multifeixe | Acompanhamento da sondagem multifeixe | Pré-processamento e controle de qualidade | Procedimentos para aquisição com side scan sonar | Sistema de aquisição automática de dados | Acompanhamento de uma sondagem | Pré-processamento e controle de qualidade | Monitoramento da maré e pré-processamento; e | Armazenamento e transferência de dados"
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;5;PROCESSAMENTO CONVENCIONAL E AUTOMÁTICO;16;8;"Interpretação do sinal | Fontes de erros em sondagem | Detecção de feições submersas | Redução da maré (maregrafia e modelagem da ondulação geoidal) | Parametrização dos dados no pós-processamento | Cálculo da incerteza vertical e da incerteza horizontal | Identificação dos erros grosseiros e sistemáticos; e | Comparação de dados sobrepostos"
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;6;INTERPRETAÇÃO E ANÁLISE DOS DADOS COLETADOS E PROCESSADOS;12;2;"Erros e incertezas na detecção do fundo; e | Georreferenciamento dos dados multifeixe"
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;7;PRODUÇÃO DOS DOCUMENTOS DO LEVANTAMENTO HIDROGRÁFICO;12;8;"Controle de qualidade e a ordem de levantamento | Representação dos dados hidrográficos | Tipos de documentos produzidos em levantamentos hidrográficos | Representação dos dados em uma Folha de Sondagem (FS) | Representação dos dados em uma Folha de Bordo (FB) | Representação dos dados em uma Folha de Varredura (FV) | Representação dos dados em uma Folha Topográfica (FT); e | Representação cartográfica da área levantada"
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;8;ELABORAÇÃO E ENTREGA DO RELATÓRIO FINAL DA COMISSÃO HIDROGRÁFICA;10;2;"Elaboração do Relatório Parcial e Final do Levantamento; e | Normas para elaboração de relatórios de levantamentos hidrográficos"
c-esp-alh.pdf;C-Esp-ALH;I;INGLÊS;20;1;ESTRATÉGIAS DE LEITURA;20;0;
c-esp-alh.pdf;C-Esp-ALH;II;SISTEMAS DE INFORMAÇÃO APLICADOS À ANÁLISE DE LEVANTAMENTOS;147;1;FERRAMENTAS DE ANÁLISES DO EXCEL;6;2;"Ferramentas estatísticas; e | Ferramentas matemáticas"
c-esp-alh.pdf;C-Esp-ALH;II;SISTEMAS DE INFORMAÇÃO APLICADOS À ANÁLISE DE LEVANTAMENTOS;147;2;SISTEMAS DE AQUISIÇÃO DE DADOS AUTOMATIZADOS;12;3;"Descrição dos Sistemas (Monofeixe, Multifeixe e Sonar de Varredura Lateral) | Procedimentos de operação; e | Formato de dados (Datagram)"
c-esp-alh.pdf;C-Esp-ALH;II;SISTEMAS DE INFORMAÇÃO APLICADOS À ANÁLISE DE LEVANTAMENTOS;147;3;SISTEMAS DE PROCESSAMENTOS DE DADOS;89;6;"Processamento Monofeixe | Processamento Multifeixe | Arquivos de maré e velocidade do som | Verificação de TPU (Total Propagated Uncertainty) e Base Surface | Verificação de offset e patch test; e | Sonarwiz x Caris hips"
c-esp-alh.pdf;C-Esp-ALH;II;SISTEMAS DE INFORMAÇÃO APLICADOS À ANÁLISE DE LEVANTAMENTOS;147;4;TREINAMENTO EM BANCO DE DADOS;40;2;"Bathy; e | Hydrographic Production Database (HPD)"
c-esp-alh.pdf;C-Esp-ALH;III;PUBLICAÇÕES E NORMAS;32;1;NORMAS DA AUTORIDADE MARÍTIMA;4;1;Normas de Autoridade Marítima para Levantamentos Hidrográficos (NORMAM-25)
c-esp-alh.pdf;C-Esp-ALH;III;PUBLICAÇÕES E NORMAS;32;2;INSTRUÇÕES TÉCNICAS (DHN);12;3;"Instrução Técnica - ECHO - Topografia | Instrução Técnica - HOTEL - Hidrografia; e | Instrução Técnica - GOLF - Amostras Geológicas"
c-esp-alh.pdf;C-Esp-ALH;III;PUBLICAÇÕES E NORMAS;32;3;NORMAS INTERNACIONAIS;16;4;"Manual de Hidrografia (C-13) | Especificações da OHI para Levantamentos Hidrográficos (S-44) | Símbolos, abreviaturas e termos utilizados em Cartas (INT-1); e | Padrão de Dados Hidrográficos Digitais (S-57)"
c-esp-alh.pdf;C-Esp-ALH;IV;ESTATÍSTICA;44;1;FUNDAMENTOS DA TEORIA DOS ERROS;20;5;"Erros em medições | Distribuição de Gauss e Distribuição Normal Unidimensional | Precisão e exatidão | Calibração de instrumentos de medida; e | Critérios para Avaliação de Dados Anormais (outliers)"
c-esp-alh.pdf;C-Esp-ALH;IV;ESTATÍSTICA;44;2;PROPAGAÇÃO DE ERROS;24;5;"Propagação de erros acidentais | Propagação de erros sistemáticos | Distribuição Normal circular (bidimensional) | Propagação de erros em operações hidrográficas; e | Precisão de sondagens batimétricas"
c-esp-alh.pdf;C-Esp-ALH;V;ANÁLISE DE DADOS DE MARÉS;40;1;DEFINIÇÕES GERAIS;6;5;"Nivelamento Geométrico | Análise de Fichas de Estação Maregráfica (F-41) oriundas de um LH | Tipos de marés | Estação maregráfica e tipos de marégrafos; e | Maré prevista e maré observada"
c-esp-alh.pdf;C-Esp-ALH;V;ANÁLISE DE DADOS DE MARÉS;40;2;ANÁLISE DE MARÉS;34;8;"Filtros de maré | Comparações entre a maré prevista e a maré observada | Métodos empregados para a determinação do Nível de Redução (NR) | Métodos empregados para o transporte do NR e do nível médio do mar | NR em rios com influência de maré | Critérios para zoneamento de marés | Elaboração do diagrama de redução de sondagens; e | Estudo de caso"
c-esp-alh.pdf;C-Esp-ALH;VI;AQUISIÇÃO,;40;1;ARQUITETURA DO SVL;8;4;"Equação Sonar | Conceituação de retroespalhamento | Introdução à interpretação de registros; e | Planejamento de um LH com SVL"
c-esp-alh.pdf;C-Esp-ALH;VI;AQUISIÇÃO,;40;2;AQUISIÇÃO DE DADOS;4;2;"Montagem e teste do SVL e seus equipamentos periféricos; e | Sondagem com SVL e desmobilização ao final"
c-esp-alh.pdf;C-Esp-ALH;VI;AQUISIÇÃO,;40;3;PROCESSAMENTO E ANÁLISE DE DADOS;28;9;"Conversão de dados brutos | Recálculo da posição | Uso da Ferramenta Side Scan Editor | Geração de mosaicos | Digitalização de alvos | Exportação de dados | Interpretação de feições | Noções básicas sobre Caris Bathy Database e HPD; e | Estudo de caso"
